,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,status,age,sex,survived
599,599,599,599,599,599,599,599,599,599,599,599,599,599,second,child,female,yes
600,600,600,600,600,600,600,600,600,600,600,600,600,600,second,child,female,yes
601,601,601,601,601,601,601,601,601,601,601,601,601,601,second,child,female,yes
602,602,602,602,602,602,602,602,602,602,602,602,602,602,second,child,female,yes
603,603,603,603,603,603,603,603,603,603,603,603,603,603,second,child,female,yes
604,604,604,604,604,604,604,604,604,604,604,604,604,604,second,child,female,yes
605,605,605,605,605,605,605,605,605,605,605,605,605,605,second,child,female,yes
606,606,606,606,606,606,606,606,606,606,606,606,606,606,second,child,female,yes
607,607,607,607,607,607,607,607,607,607,607,607,607,607,second,child,female,yes
608,608,608,608,608,608,608,608,608,608,608,608,608,608,second,child,female,yes
609,609,609,609,609,609,609,609,609,609,609,609,609,609,second,child,female,yes
610,610,610,610,610,610,610,610,610,610,610,610,610,610,third,adult,male,yes
611,611,611,611,611,611,611,611,611,611,611,611,611,611,third,adult,male,yes
612,612,612,612,612,612,612,612,612,612,612,612,612,612,third,adult,male,yes
613,613,613,613,613,613,613,613,613,613,613,613,613,613,third,adult,male,yes
614,614,614,614,614,614,614,614,614,614,614,614,614,614,third,adult,male,yes
615,615,615,615,615,615,615,615,615,615,615,615,615,615,third,adult,male,yes
616,616,616,616,616,616,616,616,616,616,616,616,616,616,third,adult,male,yes
617,617,617,617,617,617,617,617,617,617,617,617,617,617,third,adult,male,yes
618,618,618,618,618,618,618,618,618,618,618,618,618,618,third,adult,male,yes
619,619,619,619,619,619,619,619,619,619,619,619,619,619,third,adult,male,yes
620,620,620,620,620,620,620,620,620,620,620,620,620,620,third,adult,male,yes
621,621,621,621,621,621,621,621,621,621,621,621,621,621,third,adult,male,yes
622,622,622,622,622,622,622,622,622,622,622,622,622,622,third,adult,male,yes
623,623,623,623,623,623,623,623,623,623,623,623,623,623,third,adult,male,yes
624,624,624,624,624,624,624,624,624,624,624,624,624,624,third,adult,male,yes
625,625,625,625,625,625,625,625,625,625,625,625,625,625,third,adult,male,yes
626,626,626,626,626,626,626,626,626,626,626,626,626,626,third,adult,male,yes
627,627,627,627,627,627,627,627,627,627,627,627,627,627,third,adult,male,yes
628,628,628,628,628,628,628,628,628,628,628,628,628,628,third,adult,male,yes
629,629,629,629,629,629,629,629,629,629,629,629,629,629,third,adult,male,yes
630,630,630,630,630,630,630,630,630,630,630,630,630,630,third,adult,male,yes
631,631,631,631,631,631,631,631,631,631,631,631,631,631,third,adult,male,yes
632,632,632,632,632,632,632,632,632,632,632,632,632,632,third,adult,male,yes
633,633,633,633,633,633,633,633,633,633,633,633,633,633,third,adult,male,yes
634,634,634,634,634,634,634,634,634,634,634,634,634,634,third,adult,male,yes
635,635,635,635,635,635,635,635,635,635,635,635,635,635,third,adult,male,yes
636,636,636,636,636,636,636,636,636,636,636,636,636,636,third,adult,male,yes
637,637,637,637,637,637,637,637,637,637,637,637,637,637,third,adult,male,yes
638,638,638,638,638,638,638,638,638,638,638,638,638,638,third,adult,male,yes
639,639,639,639,639,639,639,639,639,639,639,639,639,639,third,adult,male,yes
640,640,640,640,640,640,640,640,640,640,640,640,640,640,third,adult,male,yes
641,641,641,641,641,641,641,641,641,641,641,641,641,641,third,adult,male,yes
642,642,642,642,642,642,642,642,642,642,642,642,642,642,third,adult,male,yes
643,643,643,643,643,643,643,643,643,643,643,643,643,643,third,adult,male,yes
644,644,644,644,644,644,644,644,644,644,644,644,644,644,third,adult,male,yes
645,645,645,645,645,645,645,645,645,645,645,645,645,645,third,adult,male,yes
646,646,646,646,646,646,646,646,646,646,646,646,646,646,third,adult,male,yes
647,647,647,647,647,647,647,647,647,647,647,647,647,647,third,adult,male,yes
648,648,648,648,648,648,648,648,648,648,648,648,648,648,third,adult,male,yes
649,649,649,649,649,649,649,649,649,649,649,649,649,649,third,adult,male,yes
650,650,650,650,650,650,650,650,650,650,650,650,650,650,third,adult,male,yes
651,651,651,651,651,651,651,651,651,651,651,651,651,651,third,adult,male,yes
652,652,652,652,652,652,652,652,652,652,652,652,652,652,third,adult,male,yes
653,653,653,653,653,653,653,653,653,653,653,653,653,653,third,adult,male,yes
654,654,654,654,654,654,654,654,654,654,654,654,654,654,third,adult,male,yes
655,655,655,655,655,655,655,655,655,655,655,655,655,655,third,adult,male,yes
656,656,656,656,656,656,656,656,656,656,656,656,656,656,third,adult,male,yes
657,657,657,657,657,657,657,657,657,657,657,657,657,657,third,adult,male,yes
658,658,658,658,658,658,658,658,658,658,658,658,658,658,third,adult,male,yes
659,659,659,659,659,659,659,659,659,659,659,659,659,659,third,adult,male,yes
660,660,660,660,660,660,660,660,660,660,660,660,660,660,third,adult,male,yes
661,661,661,661,661,661,661,661,661,661,661,661,661,661,third,adult,male,yes
662,662,662,662,662,662,662,662,662,662,662,662,662,662,third,adult,male,yes
663,663,663,663,663,663,663,663,663,663,663,663,663,663,third,adult,male,yes
664,664,664,664,664,664,664,664,664,664,664,664,664,664,third,adult,male,yes
665,665,665,665,665,665,665,665,665,665,665,665,665,665,third,adult,male,yes
666,666,666,666,666,666,666,666,666,666,666,666,666,666,third,adult,male,yes
667,667,667,667,667,667,667,667,667,667,667,667,667,667,third,adult,male,yes
668,668,668,668,668,668,668,668,668,668,668,668,668,668,third,adult,male,yes
669,669,669,669,669,669,669,669,669,669,669,669,669,669,third,adult,male,yes
670,670,670,670,670,670,670,670,670,670,670,670,670,670,third,adult,male,yes
671,671,671,671,671,671,671,671,671,671,671,671,671,671,third,adult,male,yes
672,672,672,672,672,672,672,672,672,672,672,672,672,672,third,adult,male,yes
673,673,673,673,673,673,673,673,673,673,673,673,673,673,third,adult,male,yes
674,674,674,674,674,674,674,674,674,674,674,674,674,674,third,adult,male,yes
675,675,675,675,675,675,675,675,675,675,675,675,675,675,third,adult,male,yes
676,676,676,676,676,676,676,676,676,676,676,676,676,676,third,adult,male,yes
677,677,677,677,677,677,677,677,677,677,677,677,677,677,third,adult,male,yes
678,678,678,678,678,678,678,678,678,678,678,678,678,678,third,adult,male,yes
679,679,679,679,679,679,679,679,679,679,679,679,679,679,third,adult,male,yes
680,680,680,680,680,680,680,680,680,680,680,680,680,680,third,adult,male,yes
681,681,681,681,681,681,681,681,681,681,681,681,681,681,third,adult,male,yes
682,682,682,682,682,682,682,682,682,682,682,682,682,682,third,adult,male,yes
683,683,683,683,683,683,683,683,683,683,683,683,683,683,third,adult,male,yes
684,684,684,684,684,684,684,684,684,684,684,684,684,684,third,adult,male,yes
685,685,685,685,685,685,685,685,685,685,685,685,685,685,third,adult,male,no
686,686,686,686,686,686,686,686,686,686,686,686,686,686,third,adult,male,no
687,687,687,687,687,687,687,687,687,687,687,687,687,687,third,adult,male,no
688,688,688,688,688,688,688,688,688,688,688,688,688,688,third,adult,male,no
689,689,689,689,689,689,689,689,689,689,689,689,689,689,third,adult,male,no
690,690,690,690,690,690,690,690,690,690,690,690,690,690,third,adult,male,no
691,691,691,691,691,691,691,691,691,691,691,691,691,691,third,adult,male,no
692,692,692,692,692,692,692,692,692,692,692,692,692,692,third,adult,male,no
693,693,693,693,693,693,693,693,693,693,693,693,693,693,third,adult,male,no
694,694,694,694,694,694,694,694,694,694,694,694,694,694,third,adult,male,no
695,695,695,695,695,695,695,695,695,695,695,695,695,695,third,adult,male,no
696,696,696,696,696,696,696,696,696,696,696,696,696,696,third,adult,male,no
697,697,697,697,697,697,697,697,697,697,697,697,697,697,third,adult,male,no
698,698,698,698,698,698,698,698,698,698,698,698,698,698,third,adult,male,no
699,699,699,699,699,699,699,699,699,699,699,699,699,699,third,adult,male,no
700,700,700,700,700,700,700,700,700,700,700,700,700,700,third,adult,male,no
701,701,701,701,701,701,701,701,701,701,701,701,701,701,third,adult,male,no
702,702,702,702,702,702,702,702,702,702,702,702,702,702,third,adult,male,no
703,703,703,703,703,703,703,703,703,703,703,703,703,703,third,adult,male,no
704,704,704,704,704,704,704,704,704,704,704,704,704,704,third,adult,male,no
705,705,705,705,705,705,705,705,705,705,705,705,705,705,third,adult,male,no
706,706,706,706,706,706,706,706,706,706,706,706,706,706,third,adult,male,no
707,707,707,707,707,707,707,707,707,707,707,707,707,707,third,adult,male,no
708,708,708,708,708,708,708,708,708,708,708,708,708,708,third,adult,male,no
709,709,709,709,709,709,709,709,709,709,709,709,709,709,third,adult,male,no
710,710,710,710,710,710,710,710,710,710,710,710,710,710,third,adult,male,no
711,711,711,711,711,711,711,711,711,711,711,711,711,711,third,adult,male,no
712,712,712,712,712,712,712,712,712,712,712,712,712,712,third,adult,male,no
713,713,713,713,713,713,713,713,713,713,713,713,713,713,third,adult,male,no
714,714,714,714,714,714,714,714,714,714,714,714,714,714,third,adult,male,no
715,715,715,715,715,715,715,715,715,715,715,715,715,715,third,adult,male,no
716,716,716,716,716,716,716,716,716,716,716,716,716,716,third,adult,male,no
717,717,717,717,717,717,717,717,717,717,717,717,717,717,third,adult,male,no
718,718,718,718,718,718,718,718,718,718,718,718,718,718,third,adult,male,no
719,719,719,719,719,719,719,719,719,719,719,719,719,719,third,adult,male,no
720,720,720,720,720,720,720,720,720,720,720,720,720,720,third,adult,male,no
721,721,721,721,721,721,721,721,721,721,721,721,721,721,third,adult,male,no
722,722,722,722,722,722,722,722,722,722,722,722,722,722,third,adult,male,no
723,723,723,723,723,723,723,723,723,723,723,723,723,723,third,adult,male,no
724,724,724,724,724,724,724,724,724,724,724,724,724,724,third,adult,male,no
725,725,725,725,725,725,725,725,725,725,725,725,725,725,third,adult,male,no
726,726,726,726,726,726,726,726,726,726,726,726,726,726,third,adult,male,no
727,727,727,727,727,727,727,727,727,727,727,727,727,727,third,adult,male,no
728,728,728,728,728,728,728,728,728,728,728,728,728,728,third,adult,male,no
729,729,729,729,729,729,729,729,729,729,729,729,729,729,third,adult,male,no
730,730,730,730,730,730,730,730,730,730,730,730,730,730,third,adult,male,no
731,731,731,731,731,731,731,731,731,731,731,731,731,731,third,adult,male,no
732,732,732,732,732,732,732,732,732,732,732,732,732,732,third,adult,male,no
733,733,733,733,733,733,733,733,733,733,733,733,733,733,third,adult,male,no
734,734,734,734,734,734,734,734,734,734,734,734,734,734,third,adult,male,no
735,735,735,735,735,735,735,735,735,735,735,735,735,735,third,adult,male,no
736,736,736,736,736,736,736,736,736,736,736,736,736,736,third,adult,male,no
737,737,737,737,737,737,737,737,737,737,737,737,737,737,third,adult,male,no
738,738,738,738,738,738,738,738,738,738,738,738,738,738,third,adult,male,no
739,739,739,739,739,739,739,739,739,739,739,739,739,739,third,adult,male,no
740,740,740,740,740,740,740,740,740,740,740,740,740,740,third,adult,male,no
741,741,741,741,741,741,741,741,741,741,741,741,741,741,third,adult,male,no
742,742,742,742,742,742,742,742,742,742,742,742,742,742,third,adult,male,no
743,743,743,743,743,743,743,743,743,743,743,743,743,743,third,adult,male,no
744,744,744,744,744,744,744,744,744,744,744,744,744,744,third,adult,male,no
745,745,745,745,745,745,745,745,745,745,745,745,745,745,third,adult,male,no
746,746,746,746,746,746,746,746,746,746,746,746,746,746,third,adult,male,no
747,747,747,747,747,747,747,747,747,747,747,747,747,747,third,adult,male,no
748,748,748,748,748,748,748,748,748,748,748,748,748,748,third,adult,male,no
749,749,749,749,749,749,749,749,749,749,749,749,749,749,third,adult,male,no
750,750,750,750,750,750,750,750,750,750,750,750,750,750,third,adult,male,no
751,751,751,751,751,751,751,751,751,751,751,751,751,751,third,adult,male,no
752,752,752,752,752,752,752,752,752,752,752,752,752,752,third,adult,male,no
753,753,753,753,753,753,753,753,753,753,753,753,753,753,third,adult,male,no
754,754,754,754,754,754,754,754,754,754,754,754,754,754,third,adult,male,no
755,755,755,755,755,755,755,755,755,755,755,755,755,755,third,adult,male,no
756,756,756,756,756,756,756,756,756,756,756,756,756,756,third,adult,male,no
757,757,757,757,757,757,757,757,757,757,757,757,757,757,third,adult,male,no
758,758,758,758,758,758,758,758,758,758,758,758,758,758,third,adult,male,no
759,759,759,759,759,759,759,759,759,759,759,759,759,759,third,adult,male,no
760,760,760,760,760,760,760,760,760,760,760,760,760,760,third,adult,male,no
761,761,761,761,761,761,761,761,761,761,761,761,761,761,third,adult,male,no
762,762,762,762,762,762,762,762,762,762,762,762,762,762,third,adult,male,no
763,763,763,763,763,763,763,763,763,763,763,763,763,763,third,adult,male,no
764,764,764,764,764,764,764,764,764,764,764,764,764,764,third,adult,male,no
765,765,765,765,765,765,765,765,765,765,765,765,765,765,third,adult,male,no
766,766,766,766,766,766,766,766,766,766,766,766,766,766,third,adult,male,no
767,767,767,767,767,767,767,767,767,767,767,767,767,767,third,adult,male,no
768,768,768,768,768,768,768,768,768,768,768,768,768,768,third,adult,male,no
769,769,769,769,769,769,769,769,769,769,769,769,769,769,third,adult,male,no
770,770,770,770,770,770,770,770,770,770,770,770,770,770,third,adult,male,no
771,771,771,771,771,771,771,771,771,771,771,771,771,771,third,adult,male,no
772,772,772,772,772,772,772,772,772,772,772,772,772,772,third,adult,male,no
773,773,773,773,773,773,773,773,773,773,773,773,773,773,third,adult,male,no
774,774,774,774,774,774,774,774,774,774,774,774,774,774,third,adult,male,no
775,775,775,775,775,775,775,775,775,775,775,775,775,775,third,adult,male,no
776,776,776,776,776,776,776,776,776,776,776,776,776,776,third,adult,male,no
777,777,777,777,777,777,777,777,777,777,777,777,777,777,third,adult,male,no
778,778,778,778,778,778,778,778,778,778,778,778,778,778,third,adult,male,no
779,779,779,779,779,779,779,779,779,779,779,779,779,779,third,adult,male,no
780,780,780,780,780,780,780,780,780,780,780,780,780,780,third,adult,male,no
781,781,781,781,781,781,781,781,781,781,781,781,781,781,third,adult,male,no
782,782,782,782,782,782,782,782,782,782,782,782,782,782,third,adult,male,no
783,783,783,783,783,783,783,783,783,783,783,783,783,783,third,adult,male,no
784,784,784,784,784,784,784,784,784,784,784,784,784,784,third,adult,male,no
785,785,785,785,785,785,785,785,785,785,785,785,785,785,third,adult,male,no
786,786,786,786,786,786,786,786,786,786,786,786,786,786,third,adult,male,no
787,787,787,787,787,787,787,787,787,787,787,787,787,787,third,adult,male,no
788,788,788,788,788,788,788,788,788,788,788,788,788,788,third,adult,male,no
789,789,789,789,789,789,789,789,789,789,789,789,789,789,third,adult,male,no
790,790,790,790,790,790,790,790,790,790,790,790,790,790,third,adult,male,no
791,791,791,791,791,791,791,791,791,791,791,791,791,791,third,adult,male,no
792,792,792,792,792,792,792,792,792,792,792,792,792,792,third,adult,male,no
793,793,793,793,793,793,793,793,793,793,793,793,793,793,third,adult,male,no
794,794,794,794,794,794,794,794,794,794,794,794,794,794,third,adult,male,no
795,795,795,795,795,795,795,795,795,795,795,795,795,795,third,adult,male,no
796,796,796,796,796,796,796,796,796,796,796,796,796,796,third,adult,male,no
797,797,797,797,797,797,797,797,797,797,797,797,797,797,third,adult,male,no
798,798,798,798,798,798,798,798,798,798,798,798,798,798,third,adult,male,no
799,799,799,799,799,799,799,799,799,799,799,799,799,799,third,adult,male,no
800,800,800,800,800,800,800,800,800,800,800,800,800,800,third,adult,male,no
801,801,801,801,801,801,801,801,801,801,801,801,801,801,third,adult,male,no
802,802,802,802,802,802,802,802,802,802,802,802,802,802,third,adult,male,no
803,803,803,803,803,803,803,803,803,803,803,803,803,803,third,adult,male,no
804,804,804,804,804,804,804,804,804,804,804,804,804,804,third,adult,male,no
805,805,805,805,805,805,805,805,805,805,805,805,805,805,third,adult,male,no
806,806,806,806,806,806,806,806,806,806,806,806,806,806,third,adult,male,no
807,807,807,807,807,807,807,807,807,807,807,807,807,807,third,adult,male,no
808,808,808,808,808,808,808,808,808,808,808,808,808,808,third,adult,male,no
809,809,809,809,809,809,809,809,809,809,809,809,809,809,third,adult,male,no
810,810,810,810,810,810,810,810,810,810,810,810,810,810,third,adult,male,no
811,811,811,811,811,811,811,811,811,811,811,811,811,811,third,adult,male,no
812,812,812,812,812,812,812,812,812,812,812,812,812,812,third,adult,male,no
813,813,813,813,813,813,813,813,813,813,813,813,813,813,third,adult,male,no
814,814,814,814,814,814,814,814,814,814,814,814,814,814,third,adult,male,no
815,815,815,815,815,815,815,815,815,815,815,815,815,815,third,adult,male,no
816,816,816,816,816,816,816,816,816,816,816,816,816,816,third,adult,male,no
817,817,817,817,817,817,817,817,817,817,817,817,817,817,third,adult,male,no
818,818,818,818,818,818,818,818,818,818,818,818,818,818,third,adult,male,no
819,819,819,819,819,819,819,819,819,819,819,819,819,819,third,adult,male,no
820,820,820,820,820,820,820,820,820,820,820,820,820,820,third,adult,male,no
821,821,821,821,821,821,821,821,821,821,821,821,821,821,third,adult,male,no
822,822,822,822,822,822,822,822,822,822,822,822,822,822,third,adult,male,no
823,823,823,823,823,823,823,823,823,823,823,823,823,823,third,adult,male,no
824,824,824,824,824,824,824,824,824,824,824,824,824,824,third,adult,male,no
825,825,825,825,825,825,825,825,825,825,825,825,825,825,third,adult,male,no
826,826,826,826,826,826,826,826,826,826,826,826,826,826,third,adult,male,no
827,827,827,827,827,827,827,827,827,827,827,827,827,827,third,adult,male,no
828,828,828,828,828,828,828,828,828,828,828,828,828,828,third,adult,male,no
829,829,829,829,829,829,829,829,829,829,829,829,829,829,third,adult,male,no
830,830,830,830,830,830,830,830,830,830,830,830,830,830,third,adult,male,no
831,831,831,831,831,831,831,831,831,831,831,831,831,831,third,adult,male,no
832,832,832,832,832,832,832,832,832,832,832,832,832,832,third,adult,male,no
833,833,833,833,833,833,833,833,833,833,833,833,833,833,third,adult,male,no
834,834,834,834,834,834,834,834,834,834,834,834,834,834,third,adult,male,no
835,835,835,835,835,835,835,835,835,835,835,835,835,835,third,adult,male,no
836,836,836,836,836,836,836,836,836,836,836,836,836,836,third,adult,male,no
837,837,837,837,837,837,837,837,837,837,837,837,837,837,third,adult,male,no
838,838,838,838,838,838,838,838,838,838,838,838,838,838,third,adult,male,no
839,839,839,839,839,839,839,839,839,839,839,839,839,839,third,adult,male,no
840,840,840,840,840,840,840,840,840,840,840,840,840,840,third,adult,male,no
841,841,841,841,841,841,841,841,841,841,841,841,841,841,third,adult,male,no
842,842,842,842,842,842,842,842,842,842,842,842,842,842,third,adult,male,no
843,843,843,843,843,843,843,843,843,843,843,843,843,843,third,adult,male,no
844,844,844,844,844,844,844,844,844,844,844,844,844,844,third,adult,male,no
845,845,845,845,845,845,845,845,845,845,845,845,845,845,third,adult,male,no
846,846,846,846,846,846,846,846,846,846,846,846,846,846,third,adult,male,no
847,847,847,847,847,847,847,847,847,847,847,847,847,847,third,adult,male,no
848,848,848,848,848,848,848,848,848,848,848,848,848,848,third,adult,male,no
849,849,849,849,849,849,849,849,849,849,849,849,849,849,third,adult,male,no
850,850,850,850,850,850,850,850,850,850,850,850,850,850,third,adult,male,no
851,851,851,851,851,851,851,851,851,851,851,851,851,851,third,adult,male,no
852,852,852,852,852,852,852,852,852,852,852,852,852,852,third,adult,male,no
853,853,853,853,853,853,853,853,853,853,853,853,853,853,third,adult,male,no
854,854,854,854,854,854,854,854,854,854,854,854,854,854,third,adult,male,no
855,855,855,855,855,855,855,855,855,855,855,855,855,855,third,adult,male,no
856,856,856,856,856,856,856,856,856,856,856,856,856,856,third,adult,male,no
857,857,857,857,857,857,857,857,857,857,857,857,857,857,third,adult,male,no
858,858,858,858,858,858,858,858,858,858,858,858,858,858,third,adult,male,no
859,859,859,859,859,859,859,859,859,859,859,859,859,859,third,adult,male,no
860,860,860,860,860,860,860,860,860,860,860,860,860,860,third,adult,male,no
861,861,861,861,861,861,861,861,861,861,861,861,861,861,third,adult,male,no
862,862,862,862,862,862,862,862,862,862,862,862,862,862,third,adult,male,no
863,863,863,863,863,863,863,863,863,863,863,863,863,863,third,adult,male,no
864,864,864,864,864,864,864,864,864,864,864,864,864,864,third,adult,male,no
865,865,865,865,865,865,865,865,865,865,865,865,865,865,third,adult,male,no
866,866,866,866,866,866,866,866,866,866,866,866,866,866,third,adult,male,no
867,867,867,867,867,867,867,867,867,867,867,867,867,867,third,adult,male,no
868,868,868,868,868,868,868,868,868,868,868,868,868,868,third,adult,male,no
869,869,869,869,869,869,869,869,869,869,869,869,869,869,third,adult,male,no
870,870,870,870,870,870,870,870,870,870,870,870,870,870,third,adult,male,no
871,871,871,871,871,871,871,871,871,871,871,871,871,871,third,adult,male,no
872,872,872,872,872,872,872,872,872,872,872,872,872,872,third,adult,male,no
873,873,873,873,873,873,873,873,873,873,873,873,873,873,third,adult,male,no
874,874,874,874,874,874,874,874,874,874,874,874,874,874,third,adult,male,no
875,875,875,875,875,875,875,875,875,875,875,875,875,875,third,adult,male,no
876,876,876,876,876,876,876,876,876,876,876,876,876,876,third,adult,male,no
877,877,877,877,877,877,877,877,877,877,877,877,877,877,third,adult,male,no
878,878,878,878,878,878,878,878,878,878,878,878,878,878,third,adult,male,no
879,879,879,879,879,879,879,879,879,879,879,879,879,879,third,adult,male,no
880,880,880,880,880,880,880,880,880,880,880,880,880,880,third,adult,male,no
881,881,881,881,881,881,881,881,881,881,881,881,881,881,third,adult,male,no
882,882,882,882,882,882,882,882,882,882,882,882,882,882,third,adult,male,no
883,883,883,883,883,883,883,883,883,883,883,883,883,883,third,adult,male,no
884,884,884,884,884,884,884,884,884,884,884,884,884,884,third,adult,male,no
885,885,885,885,885,885,885,885,885,885,885,885,885,885,third,adult,male,no
886,886,886,886,886,886,886,886,886,886,886,886,886,886,third,adult,male,no
887,887,887,887,887,887,887,887,887,887,887,887,887,887,third,adult,male,no
888,888,888,888,888,888,888,888,888,888,888,888,888,888,third,adult,male,no
889,889,889,889,889,889,889,889,889,889,889,889,889,889,third,adult,male,no
890,890,890,890,890,890,890,890,890,890,890,890,890,890,third,adult,male,no
891,891,891,891,891,891,891,891,891,891,891,891,891,891,third,adult,male,no
892,892,892,892,892,892,892,892,892,892,892,892,892,892,third,adult,male,no
893,893,893,893,893,893,893,893,893,893,893,893,893,893,third,adult,male,no
894,894,894,894,894,894,894,894,894,894,894,894,894,894,third,adult,male,no
895,895,895,895,895,895,895,895,895,895,895,895,895,895,third,adult,male,no
896,896,896,896,896,896,896,896,896,896,896,896,896,896,third,adult,male,no
897,897,897,897,897,897,897,897,897,897,897,897,897,897,third,adult,male,no
898,898,898,898,898,898,898,898,898,898,898,898,898,898,third,adult,male,no
899,899,899,899,899,899,899,899,899,899,899,899,899,899,third,adult,male,no
900,900,900,900,900,900,900,900,900,900,900,900,900,900,third,adult,male,no
901,901,901,901,901,901,901,901,901,901,901,901,901,901,third,adult,male,no
902,902,902,902,902,902,902,902,902,902,902,902,902,902,third,adult,male,no
903,903,903,903,903,903,903,903,903,903,903,903,903,903,third,adult,male,no
904,904,904,904,904,904,904,904,904,904,904,904,904,904,third,adult,male,no
905,905,905,905,905,905,905,905,905,905,905,905,905,905,third,adult,male,no
906,906,906,906,906,906,906,906,906,906,906,906,906,906,third,adult,male,no
907,907,907,907,907,907,907,907,907,907,907,907,907,907,third,adult,male,no
908,908,908,908,908,908,908,908,908,908,908,908,908,908,third,adult,male,no
909,909,909,909,909,909,909,909,909,909,909,909,909,909,third,adult,male,no
910,910,910,910,910,910,910,910,910,910,910,910,910,910,third,adult,male,no
911,911,911,911,911,911,911,911,911,911,911,911,911,911,third,adult,male,no
912,912,912,912,912,912,912,912,912,912,912,912,912,912,third,adult,male,no
913,913,913,913,913,913,913,913,913,913,913,913,913,913,third,adult,male,no
914,914,914,914,914,914,914,914,914,914,914,914,914,914,third,adult,male,no
915,915,915,915,915,915,915,915,915,915,915,915,915,915,third,adult,male,no
916,916,916,916,916,916,916,916,916,916,916,916,916,916,third,adult,male,no
917,917,917,917,917,917,917,917,917,917,917,917,917,917,third,adult,male,no
918,918,918,918,918,918,918,918,918,918,918,918,918,918,third,adult,male,no
919,919,919,919,919,919,919,919,919,919,919,919,919,919,third,adult,male,no
920,920,920,920,920,920,920,920,920,920,920,920,920,920,third,adult,male,no
921,921,921,921,921,921,921,921,921,921,921,921,921,921,third,adult,male,no
922,922,922,922,922,922,922,922,922,922,922,922,922,922,third,adult,male,no
923,923,923,923,923,923,923,923,923,923,923,923,923,923,third,adult,male,no
924,924,924,924,924,924,924,924,924,924,924,924,924,924,third,adult,male,no
925,925,925,925,925,925,925,925,925,925,925,925,925,925,third,adult,male,no
926,926,926,926,926,926,926,926,926,926,926,926,926,926,third,adult,male,no
927,927,927,927,927,927,927,927,927,927,927,927,927,927,third,adult,male,no
928,928,928,928,928,928,928,928,928,928,928,928,928,928,third,adult,male,no
929,929,929,929,929,929,929,929,929,929,929,929,929,929,third,adult,male,no
930,930,930,930,930,930,930,930,930,930,930,930,930,930,third,adult,male,no
931,931,931,931,931,931,931,931,931,931,931,931,931,931,third,adult,male,no
932,932,932,932,932,932,932,932,932,932,932,932,932,932,third,adult,male,no
933,933,933,933,933,933,933,933,933,933,933,933,933,933,third,adult,male,no
934,934,934,934,934,934,934,934,934,934,934,934,934,934,third,adult,male,no
935,935,935,935,935,935,935,935,935,935,935,935,935,935,third,adult,male,no
936,936,936,936,936,936,936,936,936,936,936,936,936,936,third,adult,male,no
937,937,937,937,937,937,937,937,937,937,937,937,937,937,third,adult,male,no
938,938,938,938,938,938,938,938,938,938,938,938,938,938,third,adult,male,no
939,939,939,939,939,939,939,939,939,939,939,939,939,939,third,adult,male,no
940,940,940,940,940,940,940,940,940,940,940,940,940,940,third,adult,male,no
941,941,941,941,941,941,941,941,941,941,941,941,941,941,third,adult,male,no
942,942,942,942,942,942,942,942,942,942,942,942,942,942,third,adult,male,no
943,943,943,943,943,943,943,943,943,943,943,943,943,943,third,adult,male,no
944,944,944,944,944,944,944,944,944,944,944,944,944,944,third,adult,male,no
945,945,945,945,945,945,945,945,945,945,945,945,945,945,third,adult,male,no
946,946,946,946,946,946,946,946,946,946,946,946,946,946,third,adult,male,no
947,947,947,947,947,947,947,947,947,947,947,947,947,947,third,adult,male,no
948,948,948,948,948,948,948,948,948,948,948,948,948,948,third,adult,male,no
949,949,949,949,949,949,949,949,949,949,949,949,949,949,third,adult,male,no
950,950,950,950,950,950,950,950,950,950,950,950,950,950,third,adult,male,no
951,951,951,951,951,951,951,951,951,951,951,951,951,951,third,adult,male,no
952,952,952,952,952,952,952,952,952,952,952,952,952,952,third,adult,male,no
953,953,953,953,953,953,953,953,953,953,953,953,953,953,third,adult,male,no
954,954,954,954,954,954,954,954,954,954,954,954,954,954,third,adult,male,no
955,955,955,955,955,955,955,955,955,955,955,955,955,955,third,adult,male,no
956,956,956,956,956,956,956,956,956,956,956,956,956,956,third,adult,male,no
957,957,957,957,957,957,957,957,957,957,957,957,957,957,third,adult,male,no
958,958,958,958,958,958,958,958,958,958,958,958,958,958,third,adult,male,no
959,959,959,959,959,959,959,959,959,959,959,959,959,959,third,adult,male,no
960,960,960,960,960,960,960,960,960,960,960,960,960,960,third,adult,male,no
961,961,961,961,961,961,961,961,961,961,961,961,961,961,third,adult,male,no
962,962,962,962,962,962,962,962,962,962,962,962,962,962,third,adult,male,no
963,963,963,963,963,963,963,963,963,963,963,963,963,963,third,adult,male,no
964,964,964,964,964,964,964,964,964,964,964,964,964,964,third,adult,male,no
965,965,965,965,965,965,965,965,965,965,965,965,965,965,third,adult,male,no
966,966,966,966,966,966,966,966,966,966,966,966,966,966,third,adult,male,no
967,967,967,967,967,967,967,967,967,967,967,967,967,967,third,adult,male,no
968,968,968,968,968,968,968,968,968,968,968,968,968,968,third,adult,male,no
969,969,969,969,969,969,969,969,969,969,969,969,969,969,third,adult,male,no
970,970,970,970,970,970,970,970,970,970,970,970,970,970,third,adult,male,no
